,Climate_date,Temp Max (° F),Temp Avg (° F),Temp Min (° F),Dew Max (° F),Dew Avg (° F),Dew Min (° F),Humidity Max (%),Humidity Avg (%),Humidity Min (%),Wind Max (mph),Wind Avg (mph),Wind Min (mph),Pressure Max (Hg),Pressure Avg (Hg),Pressue Min (Hg),Precipation Max (in),Precipation Avg (in),Precipation Min (in),arrest,beat,block,case_number,community_area,date,description,district,domestic,fbi_code,id,iucr,latitude,location,location_description,longitude,primary_type,updated_on,ward,x_coordinate,y_coordinate,year,Crime_date,Crime_time (CT)
3319,2019-02-02,42.0,28.0,14.0,38.0,31.0,11.0,100.0,-,79.0,17.0,-,7.0,30.22,-,29.9,-,0.0,-,False,332,068XX S RIDGELAND AVE,JC322489,43,2019-06-26T10:10:00.000,TO PROPERTY,3,True,14,11736143,1310,41.770711831999996,"{'latitude': '41.770711832', 'longitude': '-87.58257605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.58257605,CRIMINAL DAMAGE,2019-07-03T16:13:23.000,5,1189047,1859932,2019,2019-06-26,10:10:00
3320,2019-02-03,48.0,44.0,39.0,45.0,42.0,39.0,100.0,-,83.0,18.0,-,5.0,29.88,-,29.78,-,0.0,-,False,321,066XX S MARYLAND AVE,JC322534,42,2019-06-26T10:10:00.000,$500 AND UNDER,3,True,06,11736192,0820,41.773979206,"{'latitude': '41.773979206', 'longitude': '-87.604570751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.604570751,THEFT,2019-07-03T16:13:23.000,5,1183037,1861071,2019,2019-06-26,10:10:00
3321,2019-02-04,51.0,41.0,30.0,49.0,41.0,26.0,96.0,-,80.0,18.0,-,7.0,30.0,-,29.66,-,0.05,-,False,1135,027XX W ROOSEVELT RD,JC322583,29,2019-06-26T10:08:00.000,TELEPHONE THREAT,11,False,08A,11735991,2820,41.866517316999996,"{'latitude': '41.866517317', 'longitude': '-87.695178701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OTHER,-87.695178701,OTHER OFFENSE,2019-07-03T16:13:23.000,28,1158071,1894595,2019,2019-06-26,10:08:00
3322,2019-02-05,33.0,29.0,24.0,32.0,25.0,18.0,100.0,-,72.0,18.0,-,0.0,30.18,-,29.92,-,0.31,-,False,633,006XX E 90TH PL,JC324737,44,2019-06-26T10:00:00.000,DOMESTIC BATTERY SIMPLE,6,True,08B,11737865,0486,41.730200685,"{'latitude': '41.730200685', 'longitude': '-87.608685353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.608685353,BATTERY,2019-07-03T16:13:23.000,8,1182049,1845109,2019,2019-06-26,10:00:00
3323,2019-02-06,36.0,34.0,32.0,34.0,32.0,31.0,100.0,-,89.0,17.0,-,0.0,30.01,-,29.85,-,0.01,-,False,2221,021XX W 91ST ST,JC322677,72,2019-06-26T10:00:00.000,TO VEHICLE,22,False,14,11736091,1320,41.728335451999996,"{'latitude': '41.728335452', 'longitude': '-87.675435725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.675435725,CRIMINAL DAMAGE,2019-07-03T16:13:23.000,19,1163834,1844283,2019,2019-06-26,10:00:00
3324,2019-02-07,44.0,27.0,10.0,42.0,30.0,2.0,100.0,-,64.0,33.0,-,0.0,30.06,-,29.52,-,0.71,-,False,1231,019XX W OGDEN AVE,JC322528,28,2019-06-26T10:00:00.000,FROM BUILDING,12,False,06,11735918,0890,41.873219626,"{'latitude': '41.873219626', 'longitude': '-87.675868666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOSPITAL BUILDING/GROUNDS,-87.675868666,THEFT,2019-07-03T16:13:23.000,27,1163312,1897077,2019,2019-06-26,10:00:00
3325,2019-02-08,13.0,9.0,4.0,1.0,-1.0,-4.0,76.0,-,61.0,33.0,-,8.0,30.84,-,30.04,-,0.0,-,False,813,064XX S LAMON AVE,JC323615,64,2019-06-26T10:00:00.000,OVER $500,8,False,06,11736811,0810,41.776042009,"{'latitude': '41.776042009', 'longitude': '-87.744649262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALLEY,-87.74464926200001,THEFT,2019-07-03T16:13:23.000,13,1144822,1861530,2019,2019-06-26,10:00:00
3326,2019-02-09,24.0,14.0,4.0,15.0,6.0,-3.0,77.0,-,46.0,13.0,-,0.0,30.93,-,30.64,-,0.0,-,False,234,052XX S CORNELL AVE,JC322514,41,2019-06-26T10:00:00.000,DOMESTIC BATTERY SIMPLE,2,True,08B,11736195,0486,41.800558144,"{'latitude': '41.800558144', 'longitude': '-87.585862293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.58586229299999,BATTERY,2019-07-03T16:13:23.000,5,1188056,1870800,2019,2019-06-26,10:00:00
3327,2019-02-10,28.0,25.0,22.0,25.0,21.0,13.0,92.0,-,63.0,13.0,-,0.0,30.62,-,30.15,-,0.04,-,False,1432,023XX W LOGAN BLVD,JC322766,22,2019-06-26T10:00:00.000,TO VEHICLE,14,False,14,11736527,1320,41.930049491999995,"{'latitude': '41.930049492', 'longitude': '-87.685920733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARKING LOT/GARAGE(NON.RESID.),-87.68592073299999,CRIMINAL DAMAGE,2019-07-03T16:13:23.000,32,1160418,1917765,2019,2019-06-26,10:00:00
3328,2019-02-11,31.0,29.0,27.0,29.0,26.0,25.0,100.0,-,85.0,22.0,-,4.0,30.19,-,29.86,-,0.19,-,False,324,071XX S CONSTANCE AVE,JC323561,43,2019-06-26T10:00:00.000,OVER $500,3,False,06,11737833,0810,41.765588942,"{'latitude': '41.765588942', 'longitude': '-87.580586738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.580586738,THEFT,2019-07-03T16:13:23.000,7,1189606,1858070,2019,2019-06-26,10:00:00
3329,2019-02-12,34.0,27.0,19.0,32.0,26.0,17.0,96.0,-,78.0,28.0,-,0.0,29.8,-,29.5,-,0.35,-,False,835,077XX S ALBANY AVE,JC323101,70,2019-06-26T10:00:00.000,$500 AND UNDER,8,False,06,11736387,0820,41.752678504,"{'latitude': '41.752678504', 'longitude': '-87.70003468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OTHER,-87.70003468,THEFT,2019-07-05T16:04:22.000,18,1157054,1853103,2019,2019-06-26,10:00:00
3330,2019-02-13,27.0,19.0,10.0,22.0,14.0,8.0,92.0,-,74.0,28.0,-,0.0,30.01,-,29.72,-,0.01,-,True,2532,012XX N LOCKWOOD AVE,JC322704,25,2019-06-26T10:00:00.000,MANU/DEL:CANNABIS 10GM OR LESS,25,False,18,11736216,1821,41.902621761,"{'latitude': '41.902621761', 'longitude': '-87.758255007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.758255007,NARCOTICS,2019-07-03T16:13:23.000,37,1140802,1907630,2019,2019-06-26,10:00:00
3331,2019-02-14,50.0,39.0,27.0,36.0,31.0,23.0,81.0,-,56.0,22.0,-,6.0,29.81,-,29.49,-,0.0,-,False,1614,053XX N CUMBERLAND AVE,JC322615,76,2019-06-26T10:00:00.000,SIMPLE,16,False,08B,11741809,0460,41.976181463,"{'latitude': '41.976181463', 'longitude': '-87.836618285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CONVENIENCE STORE,-87.836618285,BATTERY,2019-07-03T16:13:23.000,41,1119314,1934302,2019,2019-06-26,10:00:00
3332,2019-02-15,32.0,20.0,8.0,23.0,8.0,2.0,81.0,-,67.0,24.0,-,4.0,30.11,-,29.68,-,0.0,-,True,1131,044XX W VAN BUREN ST,JC322560,26,2019-06-26T10:00:00.000,OBSTRUCTING IDENTIFICATION,11,False,24,11735996,3731,41.875136766,"{'latitude': '41.875136766', 'longitude': '-87.735945523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.735945523,INTERFERENCE WITH PUBLIC OFFICER,2019-07-03T16:13:23.000,28,1146945,1897656,2019,2019-06-26,10:00:00
3333,2019-02-16,29.0,21.0,13.0,21.0,14.0,6.0,84.0,-,67.0,20.0,-,5.0,30.16,-,29.98,-,0.0,-,False,1633,058XX W ADDISON ST,JC322586,15,2019-06-26T10:00:00.000,SIMPLE,16,True,08A,11736251,0560,41.945810948,"{'latitude': '41.945810948', 'longitude': '-87.772783698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL YARD (FRONT/BACK),-87.772783698,ASSAULT,2019-07-03T16:13:23.000,36,1136744,1923342,2019,2019-06-26,10:00:00
3334,2019-02-17,27.0,26.0,24.0,25.0,23.0,18.0,100.0,-,74.0,18.0,-,7.0,30.01,-,29.8,-,0.2,-,False,823,063XX S KEDZIE AVE,JC322531,66,2019-06-26T09:55:00.000,RETAIL THEFT,8,False,06,11736160,0860,41.778340981,"{'latitude': '41.778340981', 'longitude': '-87.703122242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DRUG STORE,-87.703122242,THEFT,2019-07-03T16:13:23.000,17,1156143,1862448,2019,2019-06-26,09:55:00
3335,2019-02-18,31.0,25.0,18.0,24.0,19.0,11.0,100.0,-,53.0,15.0,-,0.0,30.58,-,29.96,-,0.06,-,True,1933,029XX N LAKEWOOD AVE,JC322552,6,2019-06-26T09:49:00.000,FALSE POLICE REPORT,19,False,24,11736065,2860,41.935481196,"{'latitude': '41.935481196', 'longitude': '-87.661241515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.661241515,PUBLIC PEACE VIOLATION,2019-07-03T16:13:23.000,32,1167118,1919796,2019,2019-06-26,09:49:00
3336,2019-02-19,35.0,24.0,12.0,22.0,15.0,9.0,88.0,-,47.0,13.0,-,0.0,30.66,-,30.32,-,0.0,-,False,331,068XX S MERRILL AVE,JC322910,43,2019-06-26T09:45:00.000,HARASSMENT BY TELEPHONE,3,False,26,11736382,2825,41.770748795,"{'latitude': '41.770748795', 'longitude': '-87.572758504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.57275850399999,OTHER OFFENSE,2019-07-03T16:13:23.000,5,1191725,1859969,2019,2019-06-26,09:45:00
3337,2019-02-20,38.0,33.0,28.0,35.0,29.0,20.0,96.0,-,64.0,24.0,-,7.0,30.29,-,29.66,-,0.09,-,False,312,063XX S DR MARTIN LUTHER KING JR DR,JC322472,69,2019-06-26T09:44:00.000,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,3,True,04B,11736148,0497,41.779120086,"{'latitude': '41.779120086', 'longitude': '-87.615599494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.615599494,BATTERY,2019-07-03T16:13:23.000,20,1180013,1862919,2019,2019-06-26,09:44:00
3338,2019-02-21,35.0,30.0,24.0,21.0,18.0,16.0,81.0,-,53.0,24.0,-,4.0,30.35,-,29.95,-,0.0,-,True,2533,019XX N CICERO AVE,JC322519,19,2019-06-26T09:42:00.000,$500 AND UNDER,25,False,06,11736060,0820,41.915729613,"{'latitude': '41.915729613', 'longitude': '-87.746056778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEPARTMENT STORE,-87.746056778,THEFT,2019-07-03T16:13:23.000,36,1144090,1912429,2019,2019-06-26,09:42:00
3339,2019-02-22,41.0,30.0,19.0,28.0,21.0,13.0,78.0,-,51.0,13.0,-,4.0,30.45,-,30.23,-,0.0,-,False,332,068XX S HARPER AVE,JC322597,43,2019-06-26T09:40:00.000,OVER $500,3,False,06,11736149,0810,41.770516676,"{'latitude': '41.770516676', 'longitude': '-87.588007414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OTHER,-87.58800741399999,THEFT,2019-07-03T16:13:23.000,5,1187566,1859848,2019,2019-06-26,09:40:00
3340,2019-02-23,53.0,44.0,34.0,47.0,36.0,27.0,96.0,-,64.0,21.0,-,0.0,30.21,-,29.31,-,0.75,-,False,914,029XX S UNION AVE,JC322520,60,2019-06-26T09:30:00.000,$500 AND UNDER,9,False,06,11736021,0820,41.840891565999996,"{'latitude': '41.840891566', 'longitude': '-87.643919728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.64391972799999,THEFT,2019-07-03T16:13:23.000,11,1172108,1885365,2019,2019-06-26,09:30:00
3341,2019-02-24,50.0,30.0,10.0,44.0,23.0,1.0,80.0,-,60.0,39.0,-,7.0,30.15,-,29.2,-,0.02,-,False,613,083XX S ABERDEEN ST,JC322988,71,2019-06-26T09:30:00.000,FROM BUILDING,6,False,06,11736317,0890,41.742590177,"{'latitude': '41.742590177', 'longitude': '-87.651095231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL YARD (FRONT/BACK),-87.651095231,THEFT,2019-07-03T16:13:23.000,21,1170437,1849529,2019,2019-06-26,09:30:00
3342,2019-02-25,19.0,13.0,6.0,4.0,-1.0,-5.0,69.0,-,46.0,29.0,-,4.0,30.52,-,30.2,-,0.0,-,False,1225,020XX W JACKSON BLVD,JC323680,28,2019-06-26T09:30:00.000,SIMPLE,12,True,08B,11736862,0460,41.877470199,"{'latitude': '41.877470199', 'longitude': '-87.678222877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.67822287700001,BATTERY,2019-07-03T16:13:23.000,27,1162659,1898621,2019,2019-06-26,09:30:00
3343,2019-02-26,23.0,18.0,13.0,18.0,13.0,3.0,88.0,-,59.0,20.0,-,9.0,30.55,-,30.26,-,0.0,-,False,512,105XX S PERRY AVE,JC323360,49,2019-06-26T09:30:00.000,$500 AND UNDER,5,False,06,11736888,0820,41.702595023,"{'latitude': '41.702595023', 'longitude': '-87.625770868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL YARD (FRONT/BACK),-87.62577086799999,THEFT,2019-07-03T16:13:23.000,34,1177468,1835011,2019,2019-06-26,09:30:00
3344,2019-02-27,30.0,22.0,14.0,22.0,16.0,6.0,81.0,-,62.0,18.0,-,0.0,30.27,-,30.09,-,0.0,-,False,411,079XX S KENWOOD AVE,JC322481,45,2019-06-26T09:30:00.000,DOMESTIC BATTERY SIMPLE,4,True,08B,11737224,0486,41.750466791,"{'latitude': '41.750466791', 'longitude': '-87.591816128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.59181612799999,BATTERY,2019-07-03T16:13:23.000,8,1186590,1852533,2019,2019-06-26,09:30:00
3345,2019-02-28,27.0,19.0,11.0,16.0,10.0,3.0,77.0,-,50.0,12.0,-,0.0,30.32,-,30.19,-,0.0,-,False,1915,042XX N CLARENDON AVE,JC322476,3,2019-06-26T09:30:00.000,AGGRAVATED OF A SENIOR CITIZEN,19,False,04B,11735974,0495,41.959670046999996,"{'latitude': '41.959670047', 'longitude': '-87.649850803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.64985080299999,BATTERY,2019-07-03T16:13:23.000,46,1170147,1928635,2019,2019-06-26,09:30:00
3346,2019-03-01,34.0,29.0,23.0,21.0,18.0,12.0,75.0,-,56.0,12.0,-,4.0,30.22,-,30.12,-,0.0,-,False,631,082XX S LANGLEY AVE,JC322469,44,2019-06-26T09:30:00.000,SIMPLE,6,False,08A,11736271,0560,41.745188071,"{'latitude': '41.745188071', 'longitude': '-87.607494484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.607494484,ASSAULT,2019-07-03T16:13:23.000,6,1182328,1850573,2019,2019-06-26,09:30:00
3347,2019-03-02,33.0,29.0,25.0,25.0,21.0,16.0,92.0,-,49.0,16.0,-,5.0,30.29,-,30.09,-,0.0,-,False,1214,003XX N JEFFERSON ST,JC322638,28,2019-06-26T09:30:00.000,SIMPLE,12,False,08A,11736635,0560,41.888519671,"{'latitude': '41.888519671', 'longitude': '-87.64282025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK PROPERTY,-87.64282025,ASSAULT,2019-07-03T16:13:23.000,42,1172268,1902723,2019,2019-06-26,09:30:00
3348,2019-03-03,25.0,14.0,3.0,17.0,4.0,-6.0,74.0,-,34.0,20.0,-,9.0,30.28,-,30.19,-,0.0,-,False,113,002XX S MICHIGAN AVE,JC323353,32,2019-06-26T09:30:00.000,FROM BUILDING,1,False,06,11736608,0890,41.879079395,"{'latitude': '41.879079395', 'longitude': '-87.624341423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESTAURANT,-87.62434142299999,THEFT,2019-07-03T16:13:23.000,42,1177328,1899324,2019,2019-06-26,09:30:00
3349,2019-03-04,12.0,5.0,-3.0,-1.0,-5.0,-11.0,71.0,-,50.0,22.0,-,10.0,30.27,-,30.09,-,0.0,-,False,533,130XX S DR MARTIN LUTHER KING JR DR,JC322459,54,2019-06-26T09:20:00.000,DOMESTIC BATTERY SIMPLE,5,True,08B,11735965,0486,41.658138493,"{'latitude': '41.658138493', 'longitude': '-87.613672862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.613672862,BATTERY,2019-07-03T16:13:23.000,9,1180907,1818839,2019,2019-06-26,09:20:00
3350,2019-03-05,21.0,15.0,8.0,4.0,2.0,-1.0,73.0,-,43.0,23.0,-,10.0,30.31,-,30.01,-,0.0,-,False,1824,011XX N CLARK ST,JC323156,8,2019-06-26T09:20:00.000,CRIMINAL SEXUAL ABUSE,18,False,17,11736441,1563,41.903478069,"{'latitude': '41.903478069', 'longitude': '-87.631433102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OTHER,-87.631433102,SEX OFFENSE,2019-07-03T16:13:23.000,2,1175324,1908199,2019,2019-06-26,09:20:00
3351,2019-03-06,30.0,20.0,9.0,13.0,7.0,2.0,80.0,-,39.0,22.0,-,6.0,30.36,-,30.2,-,0.0,-,True,231,003XX E 51ST ST,JC322451,40,2019-06-26T09:15:00.000,TO LAND,2,False,26,11735926,1330,41.802065071,"{'latitude': '41.802065071', 'longitude': '-87.618684697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CONVENIENCE STORE,-87.618684697,CRIMINAL TRESPASS,2019-07-05T16:04:22.000,3,1179102,1871273,2019,2019-06-26,09:15:00
3352,2019-03-07,28.0,21.0,14.0,16.0,12.0,6.0,80.0,-,50.0,13.0,-,0.0,30.42,-,30.28,-,0.0,-,False,621,078XX S UNION AVE,JC322575,71,2019-06-26T09:15:00.000,TO PROPERTY,6,False,14,11736020,1310,41.752039895,"{'latitude': '41.752039895', 'longitude': '-87.641635327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CHA APARTMENT,-87.641635327,CRIMINAL DAMAGE,2019-07-03T16:13:23.000,17,1172991,1852993,2019,2019-06-26,09:15:00
3353,2019-03-08,39.0,30.0,21.0,27.0,24.0,17.0,85.0,-,59.0,10.0,-,0.0,30.27,-,30.12,-,0.0,-,False,835,079XX S MOZART ST,JC323352,70,2019-06-26T09:00:00.000,TO PROPERTY,8,False,14,11736494,1310,41.748977681,"{'latitude': '41.748977681', 'longitude': '-87.69381923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE-GARAGE,-87.69381923,CRIMINAL DAMAGE,2019-07-03T16:13:23.000,18,1158760,1851767,2019,2019-06-26,09:00:00
3354,2019-03-09,43.0,35.0,26.0,41.0,33.0,24.0,100.0,-,64.0,29.0,-,4.0,30.11,-,29.3,-,0.56,-,False,121,001XX N Canal St,JC327560,28,2019-06-26T09:00:00.000,$500 AND UNDER,1,False,06,11740262,0820,41.883652324,"{'latitude': '41.883652324', 'longitude': '-87.639787936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.639787936,THEFT,2019-07-03T16:13:23.000,42,1173108,1900956,2019,2019-06-26,09:00:00
3355,2019-03-10,38.0,34.0,29.0,36.0,28.0,19.0,89.0,-,63.0,31.0,-,10.0,30.25,-,29.4,-,0.0,-,False,334,071XX S YATES BLVD,JC322433,43,2019-06-26T09:00:00.000,DOMESTIC BATTERY SIMPLE,3,True,08B,11735938,0486,41.765122523,"{'latitude': '41.765122523', 'longitude': '-87.56649461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.56649461,BATTERY,2019-07-03T16:13:23.000,5,1193452,1857934,2019,2019-06-26,09:00:00
3356,2019-03-11,41.0,34.0,27.0,23.0,19.0,15.0,75.0,-,44.0,16.0,-,5.0,30.4,-,30.25,-,0.0,-,True,1822,011XX N LARRABEE ST,JC322500,8,2019-06-26T09:00:00.000,FOUND SUSPECT NARCOTICS,18,False,18,11735917,2093,41.903113054,"{'latitude': '41.903113054', 'longitude': '-87.643199348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",POLICE FACILITY/VEH PARKING LOT,-87.643199348,NARCOTICS,2019-07-03T16:13:23.000,27,1172122,1908040,2019,2019-06-26,09:00:00
3357,2019-03-12,49.0,37.0,24.0,30.0,25.0,21.0,88.0,-,42.0,21.0,-,0.0,30.41,-,30.03,-,0.0,-,False,1823,005XX W OAK ST,JC324089,8,2019-06-26T09:00:00.000,OVER $500,18,True,06,11737281,0810,41.900424795999996,"{'latitude': '41.900424796', 'longitude': '-87.642467932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.642467932,THEFT,2019-07-03T16:13:23.000,27,1172329,1907062,2019,2019-06-26,09:00:00
3358,2019-03-13,58.0,49.0,40.0,48.0,40.0,27.0,93.0,-,49.0,25.0,-,7.0,30.0,-,29.64,-,0.54,-,False,322,069XX S STATE ST,JC323758,69,2019-06-26T09:00:00.000,AUTOMOBILE,3,False,07,11736905,0910,41.768727829,"{'latitude': '41.768727829', 'longitude': '-87.624945647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.624945647,MOTOR VEHICLE THEFT,2019-07-03T16:13:23.000,6,1177495,1859111,2019,2019-06-26,09:00:00
3359,2019-03-14,62.0,51.0,39.0,56.0,48.0,35.0,86.0,-,61.0,41.0,-,10.0,29.57,-,29.26,-,0.4,-,False,524,122XX S CARPENTER ST,JC322438,53,2019-06-26T08:54:00.000,AGGRAVATED: HANDGUN,5,False,04A,11736113,051A,41.67170107,"{'latitude': '41.67170107', 'longitude': '-87.64779609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.64779609,ASSAULT,2019-07-03T16:13:23.000,34,1171543,1823705,2019,2019-06-26,08:54:00
3360,2019-03-15,40.0,36.0,32.0,35.0,31.0,22.0,92.0,-,54.0,25.0,-,10.0,30.18,-,29.59,-,0.0,-,False,831,035XX W 72ND ST,JC322423,66,2019-06-26T08:50:00.000,TO VEHICLE,8,False,14,11735966,1320,41.762437557,"{'latitude': '41.762437557', 'longitude': '-87.711140117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.71114011700001,CRIMINAL DAMAGE,2019-07-03T16:13:23.000,17,1153998,1856637,2019,2019-06-26,08:50:00
3361,2019-03-16,41.0,35.0,28.0,23.0,21.0,18.0,75.0,-,41.0,15.0,-,0.0,30.35,-,30.2,-,0.0,-,False,1614,043XX N CUMBERLAND AVE,JC329703,76,2019-06-26T08:48:00.000,$500 AND UNDER,16,False,06,11741882,0820,41.958426684,"{'latitude': '41.958426684', 'longitude': '-87.836682656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.83668265600001,THEFT,2019-07-03T16:13:23.000,38,1119334,1927832,2019,2019-06-26,08:48:00
3362,2019-03-17,43.0,36.0,28.0,25.0,22.0,18.0,85.0,-,38.0,18.0,-,0.0,30.31,-,30.23,-,0.0,-,False,2432,064XX N GREENVIEW AVE,JC323397,1,2019-06-26T08:45:00.000,$500 AND UNDER,24,False,06,11736688,0820,41.999389125,"{'latitude': '41.999389125', 'longitude': '-87.667993534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL YARD (FRONT/BACK),-87.66799353399999,THEFT,2019-07-03T16:13:23.000,40,1165100,1943070,2019,2019-06-26,08:45:00
3363,2019-03-18,43.0,35.0,27.0,26.0,24.0,22.0,85.0,-,46.0,17.0,-,5.0,30.39,-,30.32,-,0.0,-,False,813,046XX W 59TH ST,JC322780,62,2019-06-26T08:45:00.000,$500 AND UNDER,8,False,06,11736236,0820,41.785519673,"{'latitude': '41.785519673', 'longitude': '-87.738567526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CTA PLATFORM,-87.738567526,THEFT,2019-07-03T16:13:23.000,13,1146457,1864995,2019,2019-06-26,08:45:00
3364,2019-03-19,49.0,40.0,30.0,28.0,25.0,20.0,78.0,-,34.0,15.0,-,5.0,30.42,-,30.22,-,0.0,-,True,622,083XX S STEWART AVE,JC322404,44,2019-06-26T08:32:00.000,$500 AND UNDER,6,False,06,11735913,0820,41.742710224,"{'latitude': '41.742710224', 'longitude': '-87.634088181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMALL RETAIL STORE,-87.63408818100001,THEFT,2019-07-03T16:13:23.000,21,1175078,1849610,2019,2019-06-26,08:32:00
3365,2019-03-20,44.0,41.0,38.0,40.0,36.0,28.0,92.0,-,57.0,18.0,-,5.0,30.21,-,29.88,-,0.14,-,False,612,078XX S CARPENTER ST,JC322422,71,2019-06-26T08:31:00.000,AGGRAVATED: OTHER DANG WEAPON,6,False,04A,11735901,0530,41.751544593,"{'latitude': '41.751544593', 'longitude': '-87.650128209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALLEY,-87.650128209,ASSAULT,2019-07-03T16:13:23.000,17,1170675,1852794,2019,2019-06-26,08:31:00
3366,2019-03-21,45.0,41.0,36.0,36.0,34.0,32.0,92.0,-,62.0,17.0,-,7.0,30.04,-,29.89,-,0.0,-,False,224,0000X W 47TH ST,JC322431,38,2019-06-26T08:30:00.000,$500 AND UNDER,2,False,06,11737288,0820,41.809208114,"{'latitude': '41.809208114', 'longitude': '-87.627511298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK PROPERTY,-87.62751129799999,THEFT,2019-07-03T16:13:23.000,3,1176674,1873856,2019,2019-06-26,08:30:00
3367,2019-03-22,46.0,38.0,29.0,33.0,28.0,25.0,82.0,-,49.0,24.0,-,4.0,30.27,-,29.93,-,0.0,-,False,121,005XX W MONROE ST,JC324355,28,2019-06-26T08:30:00.000,OVER $500,1,False,06,11737837,0810,41.88058568,"{'latitude': '41.88058568', 'longitude': '-87.640023065', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.640023065,THEFT,2019-07-03T16:13:23.000,42,1173053,1899838,2019,2019-06-26,08:30:00
