,:@computed_region_43wa_7qmu,:@computed_region_6mkv_f3dw,:@computed_region_awaf_s7ux,:@computed_region_bdys_3d7i,:@computed_region_d3ds_rm58,:@computed_region_d9mm_jgwp,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,arrest,beat,block,case_number,community_area,description,district,domestic,fbi_code,id,iucr,latitude,location,location_description,longitude,primary_type,updated_on,ward,x_coordinate,y_coordinate,year,Date,Time (CT)
69,2,21867,44,182,276,13,58,64,False,0823,062XX S MOZART ST,JC327245,66,HARASSMENT BY TELEPHONE,008,True,26,11739932,2825,41.780149295,"{'latitude': '41.780149295', 'longitude': '-87.694642521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OTHER,-87.694642521,OTHER OFFENSE,2019-07-05T16:13:31.000,16,1158451,1863124,2019,2019-07-05,16:13:31
70,33,22538,32,152,212,18,24,39,False,0331,067XX S JEFFERY BLVD,JC326544,43,SIMPLE,003,False,08B,11739338,0460,41.772998982,"{'latitude': '41.772998982', 'longitude': '-87.576478539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.576478539,BATTERY,2019-07-05T16:13:31.000,5,1190703,1860780,2019,2019-07-05,16:13:31
71,39,21186,37,726,18,5,53,57,False,1925,037XX N BROADWAY,JC327381,6,POCKET-PICKING,019,False,06,11739973,0870,41.950197458,"{'latitude': '41.950197458', 'longitude': '-87.648999894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAR OR TAVERN,-87.648999894,THEFT,2019-07-05T16:13:31.000,46,1170406,1925185,2019,2019-07-05,16:13:31
72,16,22616,40,634,14,2,15,31,True,2024,050XX N WINTHROP AVE,JC326543,3,POSS: CRACK,020,False,18,11739340,2027,41.97376436,"{'latitude': '41.97376436', 'longitude': '-87.657746425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.657746425,NARCOTICS,2019-07-05T16:13:31.000,48,1167959,1933754,2019,2019-07-05,16:13:31
73,14,21569,36,132,152,21,57,30,False,1022,031XX W DOUGLAS BLVD,JC326505,29,SIMPLE,010,True,08A,11739288,0560,41.862526771,"{'latitude': '41.862526771', 'longitude': '-87.704058362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.704058362,ASSAULT,2019-07-05T16:13:31.000,24,1155663,1893123,2019,2019-07-05,16:13:31
74,27,22528,42,42,35,11,12,20,True,2411,024XX W TOUHY AVE,JC326489,2,PRO EMP HANDS NO/MIN INJURY,024,False,08A,11739332,0545,42.012266346,"{'latitude': '42.012266346', 'longitude': '-87.69089785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CTA BUS,-87.69089785,ASSAULT,2019-07-05T16:13:31.000,50,1158839,1947715,2019,2019-07-05,16:13:31
75,2,21559,19,22,135,17,11,66,False,0711,061XX S HALSTED ST,JC326526,68,AGGRAVATED PO: OTHER DANG WEAP,007,False,04B,11739346,0453,41.782748749,"{'latitude': '41.782748749', 'longitude': '-87.64486191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.64486191,BATTERY,2019-07-05T16:13:31.000,16,1172021,1864176,2019,2019-07-05,16:13:31
76,35,21546,9,472,246,19,61,43,True,0413,092XX S ELLIS AVE,JC326541,47,MOB ACTION,004,False,24,11739319,3100,41.726233209,"{'latitude': '41.726233209', 'longitude': '-87.599729189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.599729189,PUBLIC PEACE VIOLATION,2019-07-05T16:13:31.000,8,1184506,1843684,2019,2019-07-05,16:13:31
77,1,14920,29,263,159,21,43,32,False,1034,026XX W 24TH PL,JC326488,30,SIMPLE,010,False,08B,11739289,0460,41.847691881,"{'latitude': '41.847691881', 'longitude': '-87.691761656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.691761656,BATTERY,2019-07-05T16:13:31.000,12,1159053,1887742,2019,2019-07-05,16:13:31
78,10,4301,1,220,104,24,36,4,True,0214,042XX S COTTAGE GROVE AVE,JC326512,38,POSS: HEROIN(WHITE),002,False,18,11739305,2024,41.817401859,"{'latitude': '41.817401859', 'longitude': '-87.606719978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.606719978,NARCOTICS,2019-07-05T16:13:31.000,4,1182317,1876889,2019,2019-07-05,16:13:31
79,25,4449,38,731,28,5,22,57,False,1924,033XX N CLARK ST,JC326486,6,FROM BUILDING,019,False,06,11739316,0890,41.942853152,"{'latitude': '41.942853152', 'longitude': '-87.653022449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESTAURANT,-87.653022449,THEFT,2019-07-05T16:13:31.000,44,1169333,1922500,2019,2019-07-05,16:13:31
80,13,21554,18,631,243,9,59,72,False,2223,091XX S PARNELL AVE,JC326552,73,OTHER VEHICLE OFFENSE,022,True,26,11739324,5002,41.728113687,"{'latitude': '41.728113687', 'longitude': '-87.637327424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.637327424,OTHER OFFENSE,2019-07-05T16:13:31.000,21,1174237,1844284,2019,2019-07-05,16:13:31
81,14,21569,36,98,143,16,30,30,True,1131,044XX W ROOSEVELT RD,JC326487,29,SIMPLE,011,False,08B,11739293,0460,41.86602405,"{'latitude': '41.86602405', 'longitude': '-87.735600824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARKING LOT/GARAGE(NON.RESID.),-87.735600824,BATTERY,2019-07-05T16:13:31.000,24,1147062,1894336,2019,2019-07-05,16:13:31
82,35,21546,9,429,248,20,61,40,False,0633,092XX S COTTAGE GROVE AVE,JC326517,44,DOMESTIC BATTERY SIMPLE,006,True,08B,11739380,0486,41.727076468,"{'latitude': '41.727076468', 'longitude': '-87.60459186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.60459186,BATTERY,2019-07-05T16:13:31.000,8,1183176,1843980,2019,2019-07-05,16:13:31
83,33,22538,32,453,89,18,24,39,False,0333,021XX E 71ST ST,JC326491,43,AGG PRO.EMP:KNIFE/CUTTING INST,003,False,04A,11739337,0557,41.766114415,"{'latitude': '41.766114415', 'longitude': '-87.572039808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEPARTMENT STORE,-87.572039808,ASSAULT,2019-07-05T16:13:31.000,5,1191936,1858282,2019,2019-07-05,16:13:31
84,9,21194,48,374,148,22,40,34,False,0132,020XX S MICHIGAN AVE,JC326513,33,DOMESTIC BATTERY SIMPLE,001,True,08B,11739375,0486,41.855190551,"{'latitude': '41.855190551', 'longitude': '-87.623871195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.623871195,BATTERY,2019-07-05T16:13:31.000,3,1177528,1890620,2019,2019-07-05,16:13:31
85,46,21184,48,37,77,15,28,29,False,1222,024XX W LAKE ST,JC326511,28,RECKLESS CONDUCT,012,False,24,11739325,0470,41.8846266,"{'latitude': '41.8846266', 'longitude': '-87.686834885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CTA PLATFORM,-87.686834885,PUBLIC PEACE VIOLATION,2019-07-05T16:13:31.000,27,1160294,1901211,2019,2019-07-05,16:13:31
86,7,22216,52,68,97,25,32,26,False,1522,055XX W MONROE ST,JC326980,25,FINANCIAL IDENTITY THEFT $300 AND UNDER,015,False,11,11739704,1154,41.879267767,"{'latitude': '41.879267767', 'longitude': '-87.763667741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OTHER,-87.763667741,DECEPTIVE PRACTICE,2019-07-05T16:13:31.000,29,1139385,1899110,2019,2019-07-05,16:13:31
87,28,21569,14,194,167,21,57,32,False,1031,026XX S KARLOV AVE,JC326496,30,HARASSMENT BY ELECTRONIC MEANS,010,True,26,11739285,2826,41.843703628,"{'latitude': '41.843703628', 'longitude': '-87.726967554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.726967554,OTHER OFFENSE,2019-07-05T16:13:31.000,22,1149471,1886219,2019,2019-07-05,16:13:31
88,50,21869,20,780,43,12,48,11,False,1622,049XX N AUSTIN AVE,JC326493,11,SIMPLE,016,False,08B,11739433,0460,41.970842909,"{'latitude': '41.970842909', 'longitude': '-87.778275137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL YARD (FRONT/BACK),-87.778275137,BATTERY,2019-07-05T16:13:31.000,45,1135191,1932454,2019,2019-07-05,16:13:31
89,9,4301,12,161,114,24,36,4,False,0221,045XX S ST LAWRENCE AVE,JC326870,38,$500 AND UNDER,002,False,06,11739625,0820,41.812105484,"{'latitude': '41.812105484', 'longitude': '-87.611519153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.611519153,THEFT,2019-07-05T16:13:31.000,3,1181025,1874948,2019,2019-07-05,16:13:31
90,11,4446,22,669,72,14,54,37,False,1832,0000X W CHICAGO AVE,JC326780,8,AGGRAVATED:KNIFE/CUTTING INSTR,018,False,04B,11740726,0420,41.896664035,"{'latitude': '41.896664035', 'longitude': '-87.629175344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE PORCH/HALLWAY,-87.629175344,BATTERY,2019-07-05T16:13:31.000,2,1175959,1905721,2019,2019-07-05,16:13:31
91,27,22528,42,359,35,11,12,20,False,2411,030XX W BIRCHWOOD AVE,JC326974,2,TO VEHICLE,024,False,26,11739672,1360,42.017388389,"{'latitude': '42.017388389', 'longitude': '-87.705533105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VEHICLE NON-COMMERCIAL,-87.705533105,CRIMINAL TRESPASS,2019-07-05T16:13:31.000,50,1154848,1949552,2019,2019-07-05,16:13:31
92,35,21546,9,472,246,19,61,43,False,0413,010XX E 93RD ST,JC326471,47,AGGRAVATED: HANDGUN,004,False,04B,11739374,041A,41.725783579,"{'latitude': '41.725783579', 'longitude': '-87.599367975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.599367975,BATTERY,2019-07-05T16:13:31.000,8,1184606,1843521,2019,2019-07-05,16:13:31
93,17,22615,7,463,188,6,2,21,False,2522,023XX N KILDARE AVE,JC327869,20,TO PROPERTY,025,False,14,11740350,1310,41.923060654,"{'latitude': '41.923060654', 'longitude': '-87.734072962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.734072962,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,31,1147333,1915123,2019,2019-07-05,16:13:31
94,42,22212,33,379,257,9,33,74,False,2212,118XX S WESTERN AVE,JC326501,75,RETAIL THEFT,022,False,06,11739315,0860,41.678237739,"{'latitude': '41.678237739', 'longitude': '-87.68073427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DRUG STORE,-87.68073427,THEFT,2019-07-05T16:13:31.000,19,1162526,1826017,2019,2019-07-05,16:13:31
95,3,22257,44,345,270,17,23,65,True,0715,056XX S WOOD ST,JC326484,67,UNLAWFUL POSS OF HANDGUN,007,False,15,11739297,143A,41.791158789,"{'latitude': '41.791158789', 'longitude': '-87.669366549', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.669366549,WEAPONS VIOLATION,2019-07-05T16:13:31.000,15,1165314,1867188,2019,2019-07-05,16:13:31
96,23,21572,11,704,86,16,30,28,False,1123,034XX W MADISON ST,JC326460,27,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,011,True,04B,11739349,0496,41.880906689,"{'latitude': '41.880906689', 'longitude': '-87.711923717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.711923717,BATTERY,2019-07-05T16:13:31.000,28,1153472,1899805,2019,2019-07-05,16:13:31
97,46,21572,41,584,82,16,30,24,False,1122,005XX N LAWNDALE AVE,JC326492,23,CREDIT CARD FRAUD,011,False,11,11739399,1150,41.890703988,"{'latitude': '41.890703988', 'longitude': '-87.718615921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.718615921,DECEPTIVE PRACTICE,2019-07-05T16:13:31.000,27,1151624,1903362,2019,2019-07-05,16:13:31
98,44,4454,39,137,183,6,3,19,False,2512,065XX W FULLERTON AVE,JC326474,19,HARASSMENT BY ELECTRONIC MEANS,025,True,26,11739262,2826,41.923646223,"{'latitude': '41.923646223', 'longitude': '-87.78941054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARKING LOT/GARAGE(NON.RESID.),-87.78941054,OTHER OFFENSE,2019-07-05T16:13:31.000,36,1132272,1915236,2019,2019-07-05,16:13:31
99,9,21192,12,218,125,24,10,7,True,0231,051XX S CALUMET AVE,JC326499,40,POSS: BARBITUATES,002,False,18,11739308,2021,41.801513039,"{'latitude': '41.801513039', 'longitude': '-87.617733588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.617733588,NARCOTICS,2019-07-05T16:13:31.000,3,1179363,1871074,2019,2019-07-05,16:13:31
100,43,21546,31,407,241,20,61,40,False,0632,005XX E 88TH PL,JC326531,44,SIMPLE,006,True,08A,11739303,0560,41.733813677,"{'latitude': '41.733813677', 'longitude': '-87.611099449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.611099449,ASSAULT,2019-07-05T16:13:31.000,9,1181379,1846420,2019,2019-07-05,16:13:31
101,35,21546,9,643,250,10,19,47,True,0511,095XX S GREENWOOD AVE,JC326518,50,AGG PO HANDS NO/MIN INJURY,005,False,08B,11739306,0454,41.721697137,"{'latitude': '41.721697137', 'longitude': '-87.597198335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.597198335,BATTERY,2019-07-05T16:13:31.000,8,1185211,1842037,2019,2019-07-05,16:13:31
102,45,22216,11,673,84,25,32,26,True,1532,004XX N LARAMIE AVE,JC326469,25,POSS: CANNABIS MORE THAN 30GMS,015,False,18,11739274,1812,41.88832617,"{'latitude': '41.88832617', 'longitude': '-87.755357043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.755357043,NARCOTICS,2019-07-05T16:13:31.000,28,1141626,1902426,2019,2019-07-05,16:13:31
103,48,14924,26,123,108,23,37,59,False,0924,043XX S ASHLAND AVE,JC326535,61,ATT: AUTOMOBILE,009,False,07,11739415,0920,41.81523455,"{'latitude': '41.81523455', 'longitude': '-87.665137745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARKING LOT/GARAGE(NON.RESID.),-87.665137745,MOTOR VEHICLE THEFT,2019-07-05T16:13:31.000,11,1166399,1875970,2019,2019-07-05,16:13:31
104,26,14920,8,365,158,15,43,33,True,1235,019XX S ALLPORT ST,JC326485,31,POSS: COCAINE,012,False,18,11739287,2022,41.855728614,"{'latitude': '41.855728614', 'longitude': '-87.657576899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.657576899,NARCOTICS,2019-07-05T16:13:31.000,25,1168344,1890742,2019,2019-07-05,16:13:31
105,6,22248,35,792,129,13,56,60,False,0815,053XX S PULASKI RD,JC326507,62,RETAIL THEFT,008,False,06,11739400,0860,41.796216157,"{'latitude': '41.796216157', 'longitude': '-87.723245665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GROCERY FOOD STORE,-87.723245665,THEFT,2019-07-05T16:13:31.000,23,1150608,1868922,2019,2019-07-05,16:13:31
106,43,21546,30,430,248,20,61,40,False,0633,007XX E 92ND PL,JC326455,44,AGGRAVATED: OTHER DANG WEAPON,006,False,04B,11741524,0430,41.726597066,"{'latitude': '41.726597066', 'longitude': '-87.606025976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.606025976,BATTERY,2019-07-05T16:13:31.000,9,1182786,1843802,2019,2019-07-05,16:13:31
107,28,21569,14,146,166,21,57,32,False,1032,027XX S SPAULDING AVE,JC327285,30,AUTOMOBILE,010,False,07,11739918,0910,41.841905456,"{'latitude': '41.841905456', 'longitude': '-87.707401894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.707401894,MOTOR VEHICLE THEFT,2019-07-05T16:13:31.000,22,1154807,1885602,2019,2019-07-05,16:13:31
108,24,4451,46,43,52,11,14,20,False,2413,019XX W HOOD AVE,JC327546,2,NON-AGGRAVATED,024,False,02,11741156,0281,41.993122634,"{'latitude': '41.993122634', 'longitude': '-87.677748186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.677748186,CRIM SEXUAL ASSAULT,2019-07-05T16:13:31.000,40,1162466,1940766,2019,2019-07-05,16:13:31
109,9,21559,12,166,135,17,11,66,False,0711,056XX S PRINCETON AVE,JC326446,68,FINANCIAL IDENTITY THEFT $300 AND UNDER,007,False,11,11739224,1154,41.791823295,"{'latitude': '41.791823295', 'longitude': '-87.632923925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.632923925,DECEPTIVE PRACTICE,2019-07-05T16:13:31.000,3,1175250,1867509,2019,2019-07-05,16:13:31
110,48,21194,26,296,170,23,37,35,False,0915,003XX W 35TH ST,JC326547,34,AGG: HANDS/FIST/FEET SERIOUS INJURY,009,False,04B,11739444,0479,41.830890037,"{'latitude': '41.830890037', 'longitude': '-87.635503335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SPORTS ARENA/STADIUM,-87.635503335,BATTERY,2019-07-05T16:13:31.000,11,1174431,1881739,2019,2019-07-05,16:13:31
111,33,22538,32,453,89,18,24,39,False,0333,072XX S MERRILL AVE,JC326442,43,$500 AND UNDER,003,False,06,11739239,0820,41.763754871,"{'latitude': '41.763754871', 'longitude': '-87.572536878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.572536878,THEFT,2019-07-05T16:13:31.000,5,1191808,1857421,2019,2019-07-05,16:13:31
114,22,22212,45,7,218,10,27,50,False,0523,129XX S GREEN ST,JC326461,53,TO PROPERTY,005,False,14,11739233,1310,41.659240248,"{'latitude': '41.659240248', 'longitude': '-87.642504864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.642504864,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,34,1173025,1819176,2019,2019-07-05,16:13:31
116,32,21546,31,11,235,20,61,40,False,0631,005XX E 81ST ST,JC327031,44,AUTOMOBILE,006,False,07,11740130,0910,41.74750857,"{'latitude': '41.74750857', 'longitude': '-87.612100297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.612100297,MOTOR VEHICLE THEFT,2019-07-05T16:13:31.000,6,1181064,1851408,2019,2019-07-05,16:13:31
117,45,22216,4,694,81,25,32,26,False,1532,049XX W ERIE ST,JC325896,25,$500 AND UNDER,015,False,06,11739824,0820,41.892241814,"{'latitude': '41.892241814', 'longitude': '-87.748773155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.748773155,THEFT,2019-07-05T16:13:31.000,37,1143409,1903865,2019,2019-07-05,16:13:31
118,32,21559,17,512,215,17,11,66,False,0733,071XX S MAY ST,JC326440,68,TO PROPERTY,007,True,14,11739260,1310,41.7641545,"{'latitude': '41.7641545', 'longitude': '-87.65287551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.65287551,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,6,1169889,1857383,2019,2019-07-05,16:13:31
119,13,21554,18,574,231,20,59,70,True,0611,080XX S MARSHFIELD AVE,JC326500,71,GUN OFFENDER: ANNUAL REGISTRATION,006,False,26,11739265,5111,41.74769157,"{'latitude': '41.74769157', 'longitude': '-87.664585338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.664585338,OTHER OFFENSE,2019-07-05T16:13:31.000,21,1166741,1851359,2019,2019-07-05,16:13:31
120,27,22528,42,268,35,11,12,20,False,2411,068XX N SEELEY AVE,JC326427,2,TO PROPERTY,024,False,14,11740063,1310,42.005665297,"{'latitude': '42.005665297', 'longitude': '-87.681905818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.681905818,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,50,1161301,1945328,2019,2019-07-05,16:13:31
121,26,14920,8,4,121,15,43,33,False,1234,022XX W 18TH ST,JC326430,31,UNLAWFUL POSS OF HANDGUN,012,False,15,11739281,143A,41.857594779,"{'latitude': '41.857594779', 'longitude': '-87.681810247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALLEY,-87.681810247,WEAPONS VIOLATION,2019-07-05T16:13:31.000,25,1161737,1891371,2019,2019-07-05,16:13:31
122,14,21569,36,132,152,21,57,30,False,1022,018XX S TROY ST,JC326454,29,HARASSMENT BY ELECTRONIC MEANS,010,False,26,11739229,2826,41.856152445,"{'latitude': '41.856152445', 'longitude': '-87.704164902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.704164902,OTHER OFFENSE,2019-07-05T16:13:31.000,24,1155651,1890800,2019,2019-07-05,16:13:31
